Department,Sub-Department,Sub-Sub-Department,Location,Position,Name,Apt_Type,Pay_Plan,Lvl_grade_pay,Tenure,Expiration,Additional_Note,Additional_Note_2,Additional_Note3,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,DEPARTMENT OF THE CHIEF EXECUTIVE OFFICER,None,"Washington, DC..............",Chief Executive,Wendy M. Spencer.....................,PAS,EX,III,..........,................,Officer.,,,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,DEPARTMENT OF THE CHIEF EXECUTIVE OFFICER,None,Do......................,Chief of Staff........,Vacant...............................,XS,OT,..........,..........,................,,,,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,DEPARTMENT OF THE CHIEF EXECUTIVE OFFICER,None,Do......................,Deputy Chief of Staff,Asim Mishra..........................,XS,OT,..........,..........,................,for Policy.,,,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,DEPARTMENT OF THE CHIEF EXECUTIVE OFFICER,None,Do......................,Special Assistant.....,Vacant...............................,XS,OT,..........,..........,................,,,,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,DEPARTMENT OF THE CHIEF EXECUTIVE OFFICER,None,Do......................,......do..............,......do.............................,XS,OT,..........,..........,................,,,,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,DEPARTMENT OF THE CHIEF EXECUTIVE OFFICER,None,Do......................,Director of Scheduling,Daniel S. Holt.......................,XS,OT,..........,..........,................,"and Advance, Senior",Advisor for CEO,Engagement.,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,DEPARTMENT OF THE CHIEF EXECUTIVE OFFICER,None,Do......................,Executive Assistant,Vacant...............................,XS,OT,..........,..........,................,and Scheduler.,,,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,DEPARTMENT OF THE CHIEF EXECUTIVE OFFICER,Office of General Counsel,Do......................,General Counsel.......,Valerie E. Green.....................,XS,OT,..........,..........,................,,,,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,DEPARTMENT OF THE CHIEF EXECUTIVE OFFICER,Office of General Counsel,Do......................,Executive Assistant...,Phyllis Rae Green....................,XS,OT,..........,..........,................,,,,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,DEPARTMENT OF THE CHIEF EXECUTIVE OFFICER,Office of Government Relations,Do......................,Director..............,Vacant...............................,XS,OT,..........,..........,................,,,,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,DEPARTMENT OF THE CHIEF EXECUTIVE OFFICER,Office of Government Relations,Do......................,Deputy Director.......,Rebecca Claster......................,XS,OT,..........,..........,................,,,,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,DEPARTMENT OF THE CHIEF EXECUTIVE OFFICER,Office of Government Relations,Do......................,"Deputy Director,",Kimberly L. Allman...................,XS,OT,..........,..........,................,Intergovernmental,Relations.,,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,DEPARTMENT OF THE CHIEF EXECUTIVE OFFICER,Office of Government Relations,Do......................,Senior Legislative,Collin E. Burton.....................,XS,OT,..........,..........,................,Assistant.,,,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,DEPARTMENT OF THE CHIEF EXECUTIVE OFFICER,Office of Strategy and Special Initiatives,Do......................,Chief Strategy Officer,Vacant...............................,XS,OT,..........,..........,................,,,,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,DEPARTMENT OF THE CHIEF EXECUTIVE OFFICER,Office of Strategy and Special Initiatives,Do......................,Senior Advisor........,Susannah Laleh Washburn..............,XS,OT,..........,..........,................,,,,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,DEPARTMENT OF THE CHIEF EXECUTIVE OFFICER,Office of External Affairs,Do......................,Chief.................,James L. Fetig.......................,XS,OT,..........,..........,................,,,,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,DEPARTMENT OF THE CHIEF EXECUTIVE OFFICER,Office of External Affairs,Do......................,Director of Public,Vacant...............................,XS,OT,..........,..........,................,Affairs.,,,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,DEPARTMENT OF THE CHIEF EXECUTIVE OFFICER,Office of External Affairs,Do......................,Senior Communications,Alexander McCandless Scott...........,XS,OT,..........,..........,................,Advisor.,,,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,DEPARTMENT OF THE CHIEF EXECUTIVE OFFICER,Office of External Affairs,Do......................,Public Affairs,Tess Hetzel..........................,XS,OT,..........,..........,................,Specialist.,,,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,DEPARTMENT OF THE CHIEF EXECUTIVE OFFICER,Office of External Affairs,Do......................,Press Secretary.......,Vacant...............................,XS,OT,..........,..........,................,,,,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,DEPARTMENT OF THE CHIEF EXECUTIVE OFFICER,Office of External Affairs,Do......................,Deputy Press Secretary,Kate E. Enos.........................,XS,OT,..........,..........,................,,,,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,DEPARTMENT OF THE CHIEF EXECUTIVE OFFICER,Office of External Affairs,Do......................,Speech Writer.........,Larae N. Booker......................,XS,OT,..........,..........,................,,,,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,DEPARTMENT OF THE CHIEF EXECUTIVE OFFICER,Office of External Affairs,Do......................,Director of Digital,Sacha Cohen..........................,XS,OT,..........,..........,................,Media.,,,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,DEPARTMENT OF THE CHIEF EXECUTIVE OFFICER,Office of External Affairs,Do......................,Senior Advisor to the,John D. Kelly........................,XS,OT,..........,..........,................,CEO and Director of,Partnerships and,Engagement.,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,DEPARTMENT OF THE CHIEF EXECUTIVE OFFICER,Office of External Affairs,Do......................,"Assistant Director,",Clay N. Middleton....................,XS,OT,..........,..........,................,Faith Based and,Neighborhood,Partnerships.,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,DEPARTMENT OF THE CHIEF OF PROGRAM OPERATIONS,None,Do......................,Chief of Program,Idara Umoh Nickelson.................,XS,OT,..........,..........,................,Operations.,,,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,DEPARTMENT OF THE CHIEF OF PROGRAM OPERATIONS,None,Do......................,Senior Advisor for,Koby J. Langley......................,XS,OT,..........,..........,................,"Wounded Warrior,",Veteran and Military,Family Initiatives.,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,DEPARTMENT OF THE CHIEF OF PROGRAM OPERATIONS,Office of AmeriCorps VISTA,Do......................,Director..............,Mary W. Strasser.....................,XS,OT,..........,..........,................,,,,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,DEPARTMENT OF THE CHIEF OF PROGRAM OPERATIONS,Office of AmeriCorps State and National,Do......................,Director of AmeriCorps,William C. Basl......................,XS,OT,..........,..........,................,,,,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,DEPARTMENT OF THE CHIEF OF PROGRAM OPERATIONS,Office of National Senior Service Corps,Do......................,Director of Senior,Erwin J. Tan.........................,XS,OT,..........,..........,................,Corps/Strategic,Advisor for Veterans,and Military Families.,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,DEPARTMENT OF THE CHIEF OF PROGRAM OPERATIONS,Office of Social Innovation Fund,"Lawrence, KS................",Director..............,Paul L. Carttar......................,XS,OT,..........,..........,................,,,,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,DEPARTMENT OF THE CHIEF OF PROGRAM OPERATIONS,Office of Social Innovation Fund,"Washington, DC..............",Deputy Director.......,Vacant...............................,XS,OT,..........,..........,................,,,,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,OFFICE OF THE INSPECTOR GENERAL,None,Do......................,Inspector General.....,Deborah J. Jeffrey...................,PAS,EX,III,..........,................,,,,,,,
COUNCIL OF INSPECTORS GENERAL ON INTEGRITY AND EFFICIENCY,None,None,"Washington, DC..............",Executive Director....,Career Incumbent.....................,CA,ES,..........,..........,................,,,,,,,
COUNCIL OF INSPECTORS GENERAL ON INTEGRITY AND EFFICIENCY,None,None,Do......................,Executive Director for,Vacant...............................,........,ES,..........,..........,................,the Inspector General,Training Institute.,,,,,
COURT SERVICES AND OFFENDER SUPERVISION AGENCY FOR THE DISTRICT OF COLUMBIA,None,None,"Washington, DC..............",Director..............,Nancy M. Ware........................,PAS,EX,IV,..........,................,,,,,,,
COURT SERVICES AND OFFENDER SUPERVISION AGENCY FOR THE DISTRICT OF COLUMBIA,PRETRIAL SERVICES AGENCY,None,Do......................,Director..............,Vacant...............................,........,ES,..........,..........,................,,,,,,,
DEFENSE NUCLEAR FACILITIES SAFETY BOARD,None,None,"Washington, DC..............",Chairman..............,Peter S. Winokur.....................,PAS,EX,III,..........,................,,,,,,,
DEFENSE NUCLEAR FACILITIES SAFETY BOARD,None,None,Do......................,Vice Chairman.........,Jessie H. Roberson...................,PAS,EX,III,..........,................,,,,,,,
DEFENSE NUCLEAR FACILITIES SAFETY BOARD,None,None,Do......................,Member................,Vacant...............................,PAS,EX,III,..........,................,,,,,,,
DEFENSE NUCLEAR FACILITIES SAFETY BOARD,None,None,Do......................,......do..............,Joseph F. Bader......................,PAS,EX,III,..........,................,,,,,,,
DEFENSE NUCLEAR FACILITIES SAFETY BOARD,None,None,Do......................,......do..............,John E. Mansfield....................,PAS,EX,III,..........,................,,,,,,,
DEFENSE NUCLEAR FACILITIES SAFETY BOARD,None,None,Do......................,General Counsel.......,Vacant...............................,........,ES,..........,..........,................,,,,,,,
DEFENSE NUCLEAR FACILITIES SAFETY BOARD,None,None,Do......................,General Manager.......,......do.............................,........,ES,..........,..........,................,,,,,,,
DEFENSE NUCLEAR FACILITIES SAFETY BOARD,None,None,Do......................,Senior Counsel for,......do.............................,XS,SL,..........,..........,................,Nuclear Safety,Engineering.,,,,,
DELTA REGIONAL AUTHORITY,None,None,"Clarksdale, MS..............",Federal Co-Chairman...,Christopher A. Masingill.............,PAS,EX,V,4 Years,................,,,,,,,
DELTA REGIONAL AUTHORITY,None,None,Do......................,Alternate Federal Co-,Michael G. Marshall..................,PA,EX,IV,4 Years,................,Chairman.,,,,,,
DWIGHT D. EISENHOWER MEMORIAL COMMISSION,None,None,"Washington, DC..............",Chairman..............,Rocco C. Siciliano...................,PA,WC,..........,..........,................,,,,,,,
DWIGHT D. EISENHOWER MEMORIAL COMMISSION,None,None,Do......................,Commissioner..........,Alfred Geduldig......................,PA,WC,..........,..........,................,,,,,,,
DWIGHT D. EISENHOWER MEMORIAL COMMISSION,None,None,Do......................,......do..............,Susan Banes Harris...................,PA,WC,..........,..........,................,,,,,,,
DWIGHT D. EISENHOWER MEMORIAL COMMISSION,None,None,Do......................,Executive Director....,Carl W. Reddel.......................,XS,AD,"$155,500 ",..........,................,,,,,,,
ENVIRONMENTAL PROTECTION AGENCY,OFFICE OF THE ADMINISTRATOR,None,"Washington, DC..............",Administrator.........,Lisa P. Jackson......................,PAS,EX,II,..........,................,,,,,,,
ENVIRONMENTAL PROTECTION AGENCY,OFFICE OF THE ADMINISTRATOR,None,Do......................,Deputy Administrator..,Robert W. Perciasepe.................,PAS,EX,III,..........,................,,,,,,,
ENVIRONMENTAL PROTECTION AGENCY,OFFICE OF THE ADMINISTRATOR,None,Do......................,Chief of Staff........,Diane E. Thompson....................,NA,ES,..........,..........,................,,,,,,,
ENVIRONMENTAL PROTECTION AGENCY,OFFICE OF THE ADMINISTRATOR,None,Do......................,Deputy Chief of Staff.,Career Incumbent.....................,CA,ES,..........,..........,................,,,,,,,
ENVIRONMENTAL PROTECTION AGENCY,OFFICE OF THE ADMINISTRATOR,None,Do......................,Deputy Chief of Staff,Jose T. Lozano.......................,NA,ES,..........,..........,................,(Operations).,,,,,,
ENVIRONMENTAL PROTECTION AGENCY,OFFICE OF THE ADMINISTRATOR,None,Do......................,Senior Climate Policy,Vacant...............................,........,ES,..........,..........,................,Counsel.,,,,,,
ENVIRONMENTAL PROTECTION AGENCY,OFFICE OF THE ADMINISTRATOR,None,Do......................,Special Assistant to,Charles S. Imohiosen.................,SC,GS,15,..........,................,the Senior Climate,Policy Counsel.,,,,,
ENVIRONMENTAL PROTECTION AGENCY,OFFICE OF THE ADMINISTRATOR,None,Do......................,Senior Policy Counsel,Robert M. Sussman....................,NA,ES,..........,..........,................,to the Administrator.,,,,,,
ENVIRONMENTAL PROTECTION AGENCY,OFFICE OF THE ADMINISTRATOR,None,Do......................,Senior Advisor to the,Vacant...............................,........,ES,..........,..........,................,Administrator.,,,,,,
ENVIRONMENTAL PROTECTION AGENCY,OFFICE OF THE ADMINISTRATOR,None,Do......................,Counselor to the,Lawrence E. Elworth..................,NA,ES,..........,..........,................,Administrator for,Agricultural Policy.,,,,,
ENVIRONMENTAL PROTECTION AGENCY,OFFICE OF THE ADMINISTRATOR,None,Do......................,"Director, Office of","John H. Hankinson, Jr................",NA,ES,..........,..........,................,Gulf Coast Ecosystem,Restoration.,,,,,
